;district;size (m²);price (M in HUF);balcony (m²);address;room(s);half_room(s)
4628;006;70;52.9;;Szobi utca;2;
4629;006;109;121.8;4.0;Lendvay utca;2;
4630;013;76;92.2;15.0;Angyalföld;3;
4631;005;72;148.42;3.0;Deák Ferenc utca;2;
4632;008;45;54.3;3.0;Baross utca;2;
4633;006;70;52.9;;Szobi utca;2;
4634;014;100;79.9;9.0;Czobor utca;4;
4635;013;104;240.0;58.0;Vizafogó - Marinapart;4;
4636;009;99;96.0;;Belső-Ferencváros;3;
4637;006;107;170.68;3.0;Lázár utca;3;1.0
4638;002;73;154.9;26.0;Boróka utca;4;
4639;007;117;84.89;09.Apr;Belső-Erzsébetváros;5;
4640;020;45;28.6;;Erzsébetfalva;1;1.0
4641;013;57;57.9;4.0;Szent László út;2;
4642;003;45;69.9;50.0;Pusztakúti út;2;
4643;019;61;51.89;4.0;Báthory utca;2;
4644;008;153;188.0;120.0;Józsefváros - Magdolnanegyed;3;
4645;013;75;76.0;4.0;Szent László út;3;
4646;008;59;59.9;;Kálvin tér;2;
4647;019;59;55.9;10.0;Kispest;1;2.0
4648;008;69;48.8;;Práter utca;2;1.0
4649;013;50;77.0;38.0;Danubius utca;2;
4650;012;125;278.36;18.0;Kissvábhegy;5;
4651;017;95;82.9;27.0;Rákoscsaba;3;1.0
4652;021;50;32.9;;Kórus utca;2;
4653;007;80;69.9;;Külső-Erzsébetváros - Ligetváros;3;
4654;005;88;139.14;2.0;Sas utca;3;
4655;013;50;60.9;11.0;Angyalföld;2;
4656;003;167;335.0;204.0;Solymárvölgy;4;1.0
4657;006;70;127.0;4.0;Belső-Terézváros;2;
4658;001;53;115.0;5.0;Lánchíd utca;2;
4659;008;43;63.99;45.0;Tolnai Lajos utca;2;
4660;013;50;67.09;12.0;Angyalföld - Lőportárdűlő;2;
4661;008;138;136.9;;Tolnai Lajos utca;5;
4662;008;90;72.9;;Mária utca;3;
4663;005;74;280.0;;Szervita tér;2;
4664;008;83;59.9;;Salétrom utca;3;
4665;008;81;63.0;;József körút;3;
4666;002;136;272.48;35.0;Zöldmál;4;
4667;006;54;61.22;;Izabella utca;3;
4668;013;32;30.5;;Váci út;1;
4669;012;78;64.9;;Krisztinaváros;2;1.0
4670;002;223;259.0;6.0;Országút;5;
4671;002;145;345.0;16.0;Lipótmező;5;
4672;006;75;94.9;;Paulay Ede utca;3;
4673;013;65;87.71;10.35;Angyalföld - Lőportárdűlő;3;
4674;013;55;87.9;16.0;Vizafogó;2;
4675;009;36;44.99;;Bakáts tér;2;
4676;011;65;80.4;15.0;Péterhegyi út 81.;3;
4677;005;75;113.0;;Nyáry Pál utca;3;
4678;019;84;73.1;05.Apr;Báthory utca;4;
4679;013;43;55.46;6.0;Angyalföld - Lőportárdűlő;2;
4680;007;33;34.9;;Klauzál utca;2;
4681;005;43;53.0;;Apáczai Csere János utca;1;1.0
4682;013;53;59.1;11.0;Béke tér;2;
4683;011;91;109.73;60.0;Péterhegy;3;
4684;006;100;74.3;;Lovag utca;3;
4685;011;94;114.39;60.0;Péterhegy;3;
4686;011;189;214.18;154.0;Péterhegy;5;
4687;002;145;325.0;7.0;Lipótmező;5;
4688;005;162;236.72;;Belváros;4;
4689;008;52;47.9;;Rákóczi út;3;
4690;008;30;22.9;;Dobozi utca;1;
4691;006;47;61.22;;Lovag utca;2;
4692;014;94;74.9;6.0;Gödöllői utca;2;3.0
4693;019;61;51.86;05.Apr;Kispest;2;
4694;014;53;62.95;;Ilka utca;2;
4695;005;106;129.99;;Nádor utca;3;
4696;008;80;71.9;;Rákóczi út;3;
4697;002;61;78.9;2.0;Keleti Károly utca;2;
4698;006;130;122.0;;Teréz körút;4;
4699;004;86;81.0;8.0;Újpest;3;
4700;002;127;198.0;59.0;II/A kerület - Adyliget;3;
4701;007;46;54.9;;Király utca;2;
4702;011;43;54.0;;Péterhegyi út 81.;2;
4703;004;52;37.9;4.0;Újpest;2;
4704;005;48;50.9;;Irányi utca;1;1.0
4705;005;43;44.5;;Lipótváros;1;1.0
4706;023;68;65.9;15.0;Soroksár-Újtelep;3;
4707;008;75;52.9;;Szigony utca;3;
4708;007;70;66.0;5.0;István utca;2;
4709;011;111;135.21;107.9;Péterhegy;3;
4710;013;112;161.73;15.93;Cserhalom utca;5;
4711;012;163;299.0;45.0;Hangya utca;4;
4712;007;97;54.9;;Hársfa utca;3;1.0
4713;005;58;73.0;;Balassi Bálint utca;2;
4714;008;97;78.5;;Nagy Templom utca;4;
4715;006;125;93.0;;Székely Bertalan utca;7;
4716;005;171;230.0;1.0;Semmelweis utca;6;
4717;019;164;168.0;;Wekerletelep;1;4.0
4718;008;66;54.9;;Krúdy utca;3;
4719;022;131;69.9;15.0;Budafok;5;
4720;007;117;158.0;3.0;Belső-Erzsébetváros;3;
4721;006;80;84.9;;Bajcsy-Zsilinszky út;3;
4722;013;66;90.68;147.0;Angyalföld;3;
4723;015;68;67.7;16.Jan;Károlyi Sándor út;3;
4724;011;80;131.9;20.0;Spanyolrét;3;
4725;017;84;85.9;27.0;Rákoscsaba;4;
4726;016;102;59.9;3.0;Koronafürt utca;5;
4727;004;83;58.0;;Bem utca;2;2.0
4728;018;65;53.99;13.0;Kossuth Ferenc-telep;1;2.0
4729;014;32;42.9;;Bíbor utca;1;
4730;013;53;65.9;8.0;Angyalföld - Lőportárdűlő;2;
4731;011;74;89.5;;Kelenföld;4;
4732;013;86;255.0;40.0;Vizafogó - Marinapart;3;
4733;013;49;65.9;11.0;Béke tér;2;
4734;013;42;39.99;;Váci út;1;1.0
4735;008;68;57.0;;Gyulai Pál utca;2;
4736;016;52;41.9;20.0;Újmátyásföld;2;
4737;007;23;31.9;2.0;Rottenbiller utca;1;
4738;006;70;52.9;;Szobi utca;2;
4739;019;60;49.96;;Kispest;2;
4740;013;146;119.5;3.0;Radnóti Miklós utca;4;
4741;013;43;44.9;4.0;Tahi utca;2;
4742;018;63;46.5;;Kisfaludy utca;1;2.0
4743;013;47;87.9;16.0;Vizafogó - Marinapart;2;
4744;012;215;369.0;17.0;Virányos;5;
4745;012;90;262.88;31.92;Kútvölgy;3;
4746;013;41;51.95;7.0;Úszódaru utca;1;
4747;014;58;44.9;;Erzsébet királyné útja;2;
4748;011;74;81.0;9.0;Albertfalva;4;
4749;011;48;62.0;13.0;Albertfalva;2;
4750;007;102;77.5;;Bethlen Gábor utca;3;1.0
4751;006;43;41.0;;Lehel utca;3;
4752;013;45;37.1;;Szent László út;1;
4753;007;26;32.9;3.0;Rottenbiller utca;1;
4754;017;99;85.9;27.0;Rákoscsaba;3;1.0
4755;019;50;44.7;;Kispest;2;
4756;016;125;134.0;45.0;Rákosszentmihály;5;
4757;007;92;84.0;;Nagy Diófa utca;4;
4758;004;60;42.9;;Nádor utca;1;2.0
4759;006;102;77.49;3.0;Eötvös utca;3;1.0
4760;008;40;31.9;;Karácsony Sándor utca;1;1.0
4761;002;120;124.9;;Margit körút;3;
4762;014;58;44.9;4.0;Bácskai utca;2;
4763;009;58;61.8;4.0;Középső-Ferencváros - Rehabilitációs terület;3;
4764;011;70;92.5;;Galambóc utca;4;
4765;023;70;52.9;10.0;Szekér utca;2;1.0
4766;013;57;76.9;9.0;Danubius utca;2;
4767;009;62;51.9;;Kinizsi utca;2;
4768;009;41;46.1;12.0;Középső-Ferencváros - Rehabilitációs terület;2;
4769;014;80;79.9;10.0;Limanova tér;3;
4770;004;100;90.0;;Megyer;4;
4771;007;72;64.8;;Almássy tér;2;
4772;007;21;30.9;2.0;Rottenbiller utca;1;
4773;011;178;240.0;36.0;Sashegy;5;
4774;005;43;44.9;;Apáczai Csere János utca;1;1.0
4775;007;60;39.9;;Rottenbiller utca;3;
4776;011;123;119.0;25.0;Törökverő út;3;
4777;014;116;101.0;;Szatmár utca;4;
4778;008;98;58.7;;Józsefváros - Csarnoknegyed;3;
4779;013;93;97.0;3.0;Katona József utca;3;
4780;007;68;51.9;;Rózsa utca;3;1.0
4781;011;112;134.83;128.0;Kelenvölgy;3;
4782;007;59;47.9;;Osvát utca;2;
4783;003;93;92.39;;Makovecz Imre utca;3;2.0
4784;011;112;135.21;108.0;Péterhegy;3;
4785;011;117;174.98;140.0;Sasad;4;
4786;002;149;179.0;44.0;II/A kerület - Budaliget;6;
4787;019;47;29.9;3.0;Kispest-Óváros;2;
4788;019;62;56.5;8.0;Kispest;3;
4789;019;83;74.25;9.0;Kispest;4;
4790;020;75;32.9;6.0;Jósika utca;2;1.0
4791;006;40;39.9;;Csengery utca;2;
4792;006;76;69.9;;Hegedű utca;3;
4793;014;75;59.9;3.0;Adria sétány;3;
4794;006;105;159.9;;Nagymező utca;3;
4795;004;54;36.9;4.0;Virág utca;2;
4796;019;64;55.9;10.0;Báthory utca;3;
4797;014;54;39.8;;Hungária körút;2;
4798;006;59;52.9;;Külső-Terézváros;2;
4799;003;54;89.9;;Waterfront City lakópark;2;
4800;018;77;69.9;38.84;Kossuth Ferenc-telep;3;
4801;019;59;36.9;;Kisfaludy utca;3;
4802;008;107;65.0;5.0;Karácsony Sándor utca;2;4.0
4803;007;43;42.5;;Jósika utca;1;
4804;004;52;46.9;4.0;Székesdűlő;2;
4805;012;43;68.0;;Szent Orbán tér;1;
4806;011;47;59.0;;Péterhegyi út 81.;2;
4807;019;89;84.99;22.May;Báthory utca;3;1.0
4808;014;68;81.2;6.0;Alsórákos;4;
4809;012;105;211.74;21.0;Kissvábhegy;4;
4810;013;45;56.9;13.0;Országbíró utca;2;
4811;006;48;76.81;;Rippl-Rónai utca;2;
4812;013;103;101.2;54.56;Angyalföld;3;
4813;018;35;30.9;;Újpéteritelep;2;
4814;006;70;62.0;;Teréz körút;2;
4815;002;121;105.0;;Templom utca;5;
4816;013;104;144.88;55.0;Lőportár köz;4;
4817;015;67;64.7;5.0;Rákospalota-Kertváros;3;
4818;007;105;83.0;;Dob utca;3;
4819;014;45;27.9;5.0;Semsey Andor utca;1;
4820;023;64;59.9;17.0;Soroksár-Újtelep;2;
4821;006;37;41.9;;Bajza utca;1;
4822;008;101;99.0;;Bródy Sándor utca;4;
4823;015;92;82.2;17.0;Rákospalota-Kertváros;4;
4824;004;63;81.9;14.0;Sándor István utca;3;
4825;016;49;41.5;4.0;Ómátyásföld;3;
4826;002;62;77.0;1.0;Frankel Leó út;2;
4827;003;52;79.9;12.0;Waterfront City lakópark;2;
4828;019;62;56.5;9.0;Kispest-Óváros;3;
4829;013;77;64.8;2.0;Ipoly utca;3;
4830;003;55;53.5;4.0;Óbuda-Óváros;2;
4831;011;54;45.8;;Tűzkő utca;1;2.0
4832;002;55;89.0;10.0;II/A kerület - Adyliget;2;
4833;009;46;51.5;9.0;Középső-Ferencváros - Rehabilitációs terület;2;
4834;008;47;39.9;;Diószegi Sámuel utca;2;
4835;016;33;31.9;;Sashalom - Nagyiccetelep;1;
4836;011;148;152.14;59.0;Madárhegy;4;
4837;007;42;41.9;;Középső-Erzsébetváros;1;1.0
4838;004;85;81.34;8.0;Újpest;3;
4839;013;61;65.5;10.0;Angyalföld;1;
4840;005;98;245.0;5.0;Sas utca;3;
4841;009;91;84.0;;Vámház körút;4;
4842;012;84;59.99;6.0;Hertelendy utca;2;1.0
4843;007;97;65.9;;Kertész utca;3;
4844;019;66;56.5;9.0;Kispest;3;
4845;007;94;89.3;;Külső-Erzsébetváros - Ligetváros;3;
4846;015;116;75.85;;Rákospalota;3;1.0
4847;013;141;196.0;84.0;Angyalföld - Lőportárdűlő;5;
4848;012;172;574.03;73.71;Denevér út;4;
4849;017;27;33.5;;Rákoskeresztúr;1;
4850;008;45;44.9;;Józsefváros - Corvinnegyed;2;
4851;013;153;150.4;77.0;Frangepán utca;4;
4852;008;33;21.9;;Józsefváros - Magdolnanegyed;1;1.0
4853;017;84;85.9;27.0;Rákoscsaba;3;
4854;013;16;19.9;;Tatai utca;1;
4855;008;58;53.9;6.0;Józsefváros - Corvinnegyed;1;2.0
4856;013;40;53.9;05.Apr;Klapka utca;2;
4857;008;46;53.0;01.Jun;Kálvária utca;2;
4858;011;126;167.34;5.0;Nevegy utca;5;
4859;008;76;74.9;;Bródy Sándor utca;3;
4860;003;49;22.9;;Óbudai lakótelep;2;
4861;013;106;109.0;40.0;Jakab József utca;4;
4862;010;65;43.5;;Harmat utca;2;
4863;007;50;57.9;4.0;Dózsa György út;3;
4864;009;73;48.9;;Thaly Kálmán utca;2;1.0
4865;011;100;138.75;17.0;Nevegy utca;3;
4866;008;56;44.8;;József körút;2;
4867;006;60;64.9;;Szív utca 59.;2;
4868;009;50;36.5;5.0;Dési Huber utca;1;1.0
4869;013;43;60.96;6.0;Kassák Lajos utca;2;
4870;012;125;559.69;114.34;Denevér út;2;
4871;002;113;79.0;20.0;Templom utca;5;
4872;006;97;170.68;;Andrássy út;4;
4873;008;49;32.99;;Magdolna utca;1;
4874;013;57;68.4;6.0;Angyalföld;2;
4875;014;117;136.0;10.0;Szuglói Körvasút sor;4;
4876;012;57;123.44;10.0;Kissvábhegy;2;
4877;009;52;58.38;9.0;Mester utca;2;
4878;003;49;42.5;;Kerék utca;2;
4879;001;80;89.9;;Fő utca;3;
4880;011;144;180.0;;Madárhegy;5;
4881;006;73;71.8;;Ó utca;2;
4882;017;93;73.9;14.0;Rákoscsaba-Újtelep;4;
4883;004;91;111.9;20.0;Sándor István utca;4;
4884;003;40;33.9;;Pacsirtamező utca;1;
4885;004;52;37.9;4.0;Nyár utca;2;
4886;012;168;623.7;72.85;Denevér út;3;
4887;009;110;83.5;;Ferenc körút;4;
4888;003;67;54.9;3.0;Rómaifürdő - Pók utcai lakótelep;3;
4889;009;60;36.9;;Lenhossék utca;3;
4890;008;93;85.0;2.0;Gyulai Pál utca;2;
4891;009;82;120.0;;Belső-Ferencváros;3;
4892;013;45;67.3;9.0;Cserhalom utca;2;
4893;019;60;32.5;;Kispest;3;
4894;006;122;185.0;;Benczúr utca;3;
4895;015;50;37.5;4.0;Alkotmány utca;2;
4896;006;110;99.0;60.0;Szinyei Merse utca;3;
4897;023;79;36.3;;Arany János utca;4;
4898;001;78;142.8;8.0;Víziváros;3;
4899;002;113;205.0;;Herman Ottó út;4;
4900;007;43;46.0;;Dohány utca;2;
4901;008;60;65.0;8.0;Józsefváros - Csarnoknegyed;2;1.0
4902;002;74;74.9;;Cserfa utca;2;2.0
4903;012;216;652.65;43.36;Denevér út;2;
4904;019;59;49.96;;Kispest;2;
4905;015;92;87.96;19.Mar;Rákospalota;4;
4906;014;60;49.9;;Istvánmező;2;
4907;019;77;71.67;14.0;Kispest;4;
4908;010;54;49.9;;Kőbánya - Óhegy;2;
4909;013;41;58.5;14.0;Országbíró utca;2;
4910;015;28;29.7;;Rákospalota;1;
4911;008;138;149.9;33.0;Józsefváros - Csarnoknegyed;5;
4912;020;115;74.9;15.0;Zilah utca;4;
4913;011;36;48.9;7.0;Kelenföld - Fehérvári úti lakótelep;1;
4914;014;49;39.4;;Herminamező;1;1.0
4915;005;96;90.0;;Kálvin tér;5;
4916;003;135;214.9;61.0;Pacsirtamező utca;5;
4917;015;53;38.8;;Nyírpalota út;2;
4918;012;250;459.9;;Széchenyihegy;4;
4919;016;140;140.0;39.0;Rákosszentmihály;5;
4920;010;78;72.74;15.0;Kőbánya - Újhegy;3;
4921;013;85;129.0;15.0;Angyalföld - Lőportárdűlő;4;
4922;013;42;55.9;10.0;Hajdú utca;2;
4923;006;112;79.5;;Jókai utca;4;
4924;006;110;89.9;3.0;Csengery utca;3;
4925;019;60;47.96;6.0;Báthory utca;2;
4926;002;110;92.77;;Víziváros;3;
4927;012;62;70.0;;Németvölgyi út;2;
4928;006;40;39.9;;Király utca;1;
4929;014;46;34.9;;Újváros park;2;
4930;002;70;88.0;;Szemlőhegy;2;
4931;011;121;168.5;;Madárhegy;4;
4932;003;58;74.9;;Óbuda-Óváros;2;
4933;013;63;71.8;10.0;Angyalföld;3;
4934;013;45;55.4;10.0;Angyalföld;2;
4935;015;92;87.95;19.0;Rákospalota;4;
4936;013;42;60.96;5.0;Angyalföld - Lőportárdűlő;2;
4937;015;92;84.0;19.0;Rákospalota-Kertváros;4;
4938;015;67;64.65;5.0;Rákospalota-Kertváros;3;
4939;015;105;99.9;63.0;Rákospalota;4;
4940;012;59;64.49;;Krisztinaváros;3;
4941;017;57;43.5;;Pesti út;2;
4942;006;71;107.0;;Nagymező utca;2;1.0
4943;009;63;42.7;5.0;Középső-Ferencváros - Malmok;3;
4944;014;62;77.4;28.Jun;Alsórákos - Paskálpark;3;
4945;011;50;55.0;12.0;Kelenföld;2;
4946;011;166;250.9;128.0;Hosszúrét;4;
4947;013;34;52.34;9.0;Angyalföld - Lőportárdűlő;1;
4948;018;51;36.9;;Lakatos-lakótelep;2;1.0
4949;005;65;55.0;;Belváros;2;
4950;013;65;71.5;8.0;Angyalföld;3;
4951;013;36;35.0;;Tahi utca;1;
4952;003;65;45.99;4.0;Veder utca;3;
4953;013;85;58.0;;Lehel utca;3;
4954;018;38;37.4;05.Jun;Miklóstelep;2;
4955;011;55;45.5;3.0;Frankhegy utca;3;
4956;020;85;57.4;;Kossuth Lajos utca;3;
4957;006;79;173.15;57.0;Lázár utca;2;
4958;006;128;115.0;8.0;Külső-Terézváros;4;1.0
4959;004;60;64.0;4.0;Labdaverő utca;3;
4960;010;62;43.9;;Kőbánya - Óhegyi lakótelep;3;
4961;017;89;71.9;;Rákoskert;3;
4962;011;198;224.62;144.0;Péterhegy;4;
4963;006;102;124.0;;Belső-Terézváros;3;1.0
4964;015;35;29.9;;Újpalota;1;1.0
4965;005;70;179.9;;Szent István tér;3;
4966;007;80;45.0;;Szövetség utca;3;
4967;014;109;83.5;;Kiszugló;2;4.0
4968;005;190;210.0;;Báthory utca;7;
4969;001;74;70.0;;Toldy Ferenc utca;2;1.0
4970;004;59;49.9;;Székesdűlő;3;
4971;012;106;230.0;19.0;Zugliget;3;
4972;020;35;26.9;;Klapka utca;1;2.0
4973;023;46;40.99;06.Jun;Kertvárosi körút;2;
4974;023;47;40.99;10.86;Kertvárosi körút;2;
4975;023;61;52.8;07.May;Kertvárosi körút;3;
4976;023;61;52.8;6.62;Kertvárosi körút;3;
4977;013;43;62.0;;Marina sétány;2;
4978;015;92;84.0;19.0;Szántóföld utca;4;
4979;013;34;46.3;7.0;Angyalföld - Lőportárdűlő;1;
4980;013;34;45.8;6.0;Szabolcs utca;1;
4981;019;49;45.2;;Kispest-Óváros;2;
4982;019;50;44.7;;Kispest;2;
4983;004;79;121.27;10.0;Újpesti lakótelep;3;1.0
4984;003;101;173.8;94.0;Rómaifürdő;4;
4985;002;140;171.0;;II/A kerület - Remetekertváros;5;
4986;020;72;71.3;;Erzsébetfalva;3;
4987;017;51;38.5;;Újlak utca;2;1.0
4988;006;41;90.0;7.0;Lázár utca;2;
4989;004;63;83.33;4.0;Újpest-Központ;3;
4990;013;38;53.8;4.0;Angyalföldi út;2;
4991;016;129;104.9;;Árpádföld;4;
4992;016;123;109.0;23.0;Árpádföld;5;
4993;008;35;41.5;;Józsefváros - Corvinnegyed;1;
4994;013;54;104.9;12.0;Marina sétány;2;
4995;013;74;139.2;18.0;Marina sétány;3;
4996;013;42;74.0;30.0;Dokk utca;2;
4997;013;42;73.3;29.0;Dokk utca;2;
4998;014;87;109.7;8.0;Alsórákos - Paskálpark;3;
4999;014;64;73.6;11.0;Alsórákos - Paskálpark;2;
5000;014;125;128.5;31.0;Alsórákos - Paskálpark;4;
5001;004;71;92.27;6.0;Újpest;4;
5002;004;51;78.46;10.0;Újpesti lakótelep;1;2.0
5003;004;41;56.76;;Újpest-Központ;1;1.0
5004;011;47;71.2;;Hosszúrét;2;
5005;013;31;49.7;5.0;Cserhalom utca;1;
5006;011;120;197.2;50.0;Hosszúrét;5;
5007;013;87;117.5;70.0;Angyalföld - Lőportárdűlő;4;
5008;013;46;74.79;90.0;Angyalföld - Lőportárdűlő;2;2.0
5009;013;65;89.9;27.0;Béke tér;3;3.0
5010;004;69;105.97;12.0;Újpest-Központ;4;
5011;004;42;57.64;2.0;Újpest-Központ;2;
5012;004;40;53.23;2.0;Újpest-Központ;2;
5013;004;46;57.9;7.0;Sándor István utca;2;
5014;013;76;77.6;1.0;Tahi utca;3;3.0
5015;013;101;119.0;7.0;Reitter Ferenc utca;5;
5016;004;72;82.9;20.Feb;Újpest;3;
5017;004;62;65.9;11.May;Újpest;3;
5018;004;84;92.9;16.Apr;Újpest;4;
5019;013;41;59.9;6.0;Klapka utca;2;
5020;013;39;47.72;;Váci út;1;
5021;008;47;59.8;;Józsefváros - Losoncinegyed;2;
5022;008;38;51.3;3.0;Vajdahunyad utca;2;
5023;008;69;85.8;3.73;Józsefváros - Losoncinegyed;3;
5024;008;63;86.15;6.0;Józsefváros - Losoncinegyed;3;
5025;004;96;121.0;11.0;Újpest;4;
5026;013;66;89.9;27.0;Béke tér;3;
5027;013;49;65.9;21.0;Béke tér;2;
5028;008;56;89.46;7.0;Vajdahunyad utca;3;
5029;008;39;62.33;5.0;Vajdahunyad utca;2;
5030;008;48;65.4;4.0;Vajdahunyad utca;3;
5031;002;86;256.02;152.0;Bölöni György utca 11.;3;
5032;002;127;256.02;60.0;Bölöni György utca 11.;4;
5033;011;80;91.9;9.0;Albertfalva;3;
5034;008;44;60.5;8.0;Vajdahunyad utca;1;
5035;008;51;70.1;6.0;Vajdahunyad utca;2;
5036;008;60;76.6;;Vajdahunyad utca;2;
5037;008;66;87.4;6.0;Vajdahunyad utca;3;
5038;008;91;119.5;12.0;Vajdahunyad utca;4;
5039;013;91;115.9;10.0;Kucsma utca;4;
5040;019;42;39.4;3.0;Kispest;2;
5041;007;150;520.0;115.0;Dob utca;6;1.0
5042;009;45;49.07;3.0;Középső-Ferencváros;2;
5043;009;47;50.36;2.0;Középső-Ferencváros;2;
5044;009;46;53.07;9.0;Középső-Ferencváros;2;
5045;009;55;60.31;5.0;Középső-Ferencváros;2;
5046;009;46;55.41;9.0;Középső-Ferencváros;2;
5047;009;60;71.22;18.0;Középső-Ferencváros;3;
5048;009;58;62.06;4.0;Középső-Ferencváros;2;
5049;009;38;51.22;23.0;Középső-Ferencváros;1;
5050;009;57;69.87;17.0;Középső-Ferencváros;2;
5051;008;66;88.1;6.0;Vajdahunyad utca;3;
5052;013;90;139.9;92.0;Angyalföld;4;
5053;013;45;129.5;13.0;Újlipótváros;2;
5054;005;159;398.87;32.0;Dorottya utca;3;1.0
5055;008;51;68.8;5.0;Vajdahunyad utca;2;
5056;005;200;538.01;33.0;Dorottya utca;4;
5057;005;147;369.18;27.0;Dorottya utca;3;
5058;008;44;61.6;8.0;Vajdahunyad utca;1;
5059;011;116;168.5;20.0;Hosszúrét;3;
5060;013;50;55.7;9.0;Béke tér;2;
5061;003;49;86.5;11.0;Csillaghegy;2;
5062;011;53;73.2;;Hosszúrét;2;
5063;011;65;91.0;;Hosszúrét;3;
5064;011;76;140.0;53.0;Hosszúrét;3;
5065;011;49;68.6;;Hosszúrét;2;
5066;011;151;189.9;65.0;Hosszúrét;5;
5067;011;150;189.9;65.0;Hosszúrét;5;
5068;013;32;46.9;11.0;Úszódaru utca;1;
5069;023;44;46.9;17.0;Soroksár-Újtelep;2;
5070;008;91;120.5;12.0;Vajdahunyad utca;4;
5071;013;46;55.7;8.0;Csata utca;2;
5072;008;60;77.3;;Vajdahunyad utca;2;
5073;013;48;60.2;11.0;Csata utca;2;
5074;019;87;75.7;05.Apr;Báthory utca;3;1.0
5075;019;85;72.4;4.95;Báthory utca;4;
5076;019;76;67.45;6.81;Báthory utca;3;
5077;013;47;72.21;78.0;Angyalföld - Lőportárdűlő;2;
5078;013;81;118.64;41.0;Klapka utca;3;
5079;013;55;87.9;16.0;Hajóépítő sétány;2;
5080;013;68;159.9;82.0;Hajóépítő sétány;2;
5081;023;98;79.9;14.0;Soroksár-Újtelep;4;
5082;019;75;66.84;7.0;Corvin körút;3;
5083;019;77;71.67;14.0;Kispesti lakótelep;4;
5084;013;33;41.9;9.0;Reitter Ferenc utca;1;
5085;013;62;69.9;12.0;Angyalföld;3;
5086;004;85;81.35;8.0;Újpest;3;
5087;013;55;60.9;11.0;Béke tér;2;
5088;007;68;64.0;;István utca;2;
5089;007;84;295.0;77.0;Dob utca;3;1.0
5090;007;65;225.0;36.0;Dob utca;3;
5091;007;47;175.0;36.0;Dob utca;2;
5092;014;80;75.2;23.0;Alsórákos - Paskálpark;3;
5093;014;32;39.99;;Bíbor utca;1;
5094;013;45;58.0;11.0;Angyalföld;2;
5095;013;61;63.5;10.0;Angyalföld;3;
5096;008;132;188.0;;Józsefváros - Magdolnanegyed;1;
5097;008;48;51.99;;Józsefváros - Csarnoknegyed;2;
5098;008;64;71.1;;Józsefváros - Corvinnegyed;3;
5099;008;35;40.9;;Józsefváros - Corvinnegyed;1;
5100;013;65;68.0;8.0;Reitter Ferenc utca;3;
5101;011;148;159.74;60.0;Madárhegy;4;
5102;011;104;151.63;83.0;Madárhegy;4;
5103;015;67;64.65;5.0;Károlyi Sándor út;3;
5104;011;109;156.16;87.0;Madárhegy;4;
5105;013;55;71.5;36.0;Reitter Ferenc utca;3;
5106;013;70;79.9;9.0;Reitter Ferenc utca;4;
5107;013;65;69.99;8.0;Reitter Ferenc utca;3;
5108;021;43;42.67;5.0;II. Rákóczi Ferenc út;2;
5109;021;57;57.51;;II. Rákóczi Ferenc út;3;
5110;019;62;56.43;8.0;Kispest;3;
5111;013;30;38.5;6.0;Reitter Ferenc utca;1;
5112;013;52;57.96;6.0;Lehel tér;2;
5113;011;73;105.9;7.0;Madárhegy;2;1.0
5114;023;43;46.9;17.0;Soroksár-Újtelep;2;
5115;018;70;69.0;8.0;Gloriett-telep;3;
5116;019;58;52.0;5.0;Kispest;2;
5117;013;40;49.9;8.0;Reitter Ferenc utca;2;
5118;013;58;61.0;7.0;Lehel utca;2;
5119;014;68;97.5;14.0;Bíbor utca;2;
5120;019;59;49.96;;Kispest;2;
5121;012;159;477.0;236.0;Svábhegy;3;
5122;012;130;491.0;72.0;Svábhegy;3;
5123;012;160;495.0;61.0;Svábhegy;3;
5124;013;68;79.45;8.0;Angyalföld - Lőportárdűlő;3;
5125;013;76;89.89;11.0;Béke tér;3;
5126;004;72;82.9;15.0;Újpest;3;
5127;006;83;72.9;;Rózsa utca;4;
5128;008;40;58.18;7.0;Józsefváros - Losoncinegyed;2;
5129;008;79;105.82;12.85;Józsefváros - Corvinnegyed;4;
5130;008;36;54.9;5.52;Józsefváros - Losoncinegyed;1;
5131;023;43;46.9;17.0;Soroksár-Újtelep;2;
5132;013;58;61.0;7.0;Angyalföld - Lőportárdűlő;2;
5133;021;52;63.08;40.0;II. Rákóczi Ferenc út;3;
5134;013;31;46.32;7.0;Angyalföld - Lőportárdűlő;1;
5135;013;57;64.32;13.0;Angyalföld;3;
5136;008;106;199.99;146.0;Tolnai Lajos utca;4;
5137;008;43;59.99;47.0;Tolnai Lajos utca;2;
5138;008;43;63.99;19.0;Józsefváros - Csarnoknegyed;2;
5139;008;96;199.0;151.0;Tolnai Lajos utca;4;
5140;008;93;196.0;155.0;Tolnai Lajos utca;4;
5141;008;38;50.99;3.0;Tolnai Lajos utca;2;
5142;008;59;86.9;12.0;Baross utca;3;
5143;008;32;44.5;6.0;Baross utca;1;
5144;008;45;56.1;5.0;Baross utca;2;
5145;008;36;41.5;;Baross utca;1;
5146;008;32;42.1;7.0;Baross utca;1;
5147;008;44;57.2;20.0;Baross utca;2;
5148;008;46;54.3;5.0;Baross utca;2;
5149;008;45;54.3;4.0;Baross utca;2;
5150;008;32;40.9;7.0;Baross utca;1;
5151;008;62;70.7;5.0;Baross utca;3;
5152;008;45;54.9;5.0;Baross utca;2;
5153;008;45;54.7;4.0;Baross utca;2;
